country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,external_id,partyfacts_id
BGR,kitschelt,BGR-5,ODS,????????? ???????????? ????,United Democratic Forces,2008,2009,5358,1183
CAN,kitschelt,CAN-1,BQ,Bloc Québécois,Bloc Québécois,2008,2009,5515,1428
CAN,kitschelt,CAN-2,CON,Conservative Party,Conservative Party,2008,2009,5417,1004
CAN,kitschelt,CAN-3,Green,Green Party,Green Party,2008,2009,5438,931
CAN,kitschelt,CAN-4,LIB,Liberal Party,Liberal Party,2008,2009,5231,1739
CAN,kitschelt,CAN-5,NDP,New Democratic Party,New Democratic Party,2008,2009,5666,152
CHL,kitschelt,CHL-5,PDC,Partido Demócrata Cristiano de Chile,Christian Democratic Party of Chile,2008,2009,5701,390
CHL,kitschelt,CHL-2,UDI,Unión Demócrata Independiente,Independent Democratic Union,2008,2009,5491,1599
CHL,kitschelt,CHL-4,RN,Renovación Nacional,National Renewal,2008,2009,5209,928
CHL,kitschelt,CHL-6,PPD,Partido por la Democracia,Party for Democracy,2008,2009,5364,54
CHL,kitschelt,CHL-1,PRSD,Partido Radical Socialdemócrata,Social Democrat Radical Party,2008,2009,5656,437
CHL,kitschelt,CHL-3,PS,Partido Socialista de Chile,Socialist Party of Chile,2008,2009,5474,6
COL,kitschelt,COL-5,PDA,Polo Democrático Alternativo,Alternative Democratic Pole,2008,2009,5336,218
COL,kitschelt,COL-6,CC,Convergencia Ciudadana,Citizens Convergence,2008,2009,5460,1107
COL,kitschelt,COL-2,PC,Partido Conservador Colombiano,Colombian Conservative Party,2008,2009,5284,1577
COL,kitschelt,COL-1,PLC,Partido Liberal Colombiano,Colombian Liberal Party,2008,2009,5509,362
COL,kitschelt,COL-4,CR,Cambio Radical,Radical Change,2008,2009,5321,561
COL,kitschelt,COL-3,P de la U,Partido Social de Unidad Nacional,Social National Unity Party,2008,2009,5311,759
COL,kitschelt,COL-7,MAEC,Movimiento Alas Equipo Colombia,Wings-Team Colombia Movement,2008,2009,5518,569
CRI,kitschelt,CRI-1,PAC,Partido Acción Ciudadana,Citizens' Action Party,2008,2009,5661,1247
CRI,kitschelt,CRI-3,PML,Partido Movimiento Libertario,Libertarian Movement Party,2008,2009,5356,2363
CRI,kitschelt,CRI-2,PLN,Partido Liberación Nacional,National Liberation Party,2008,2009,5705,1367
CRI,kitschelt,CRI-4,PUSC,Partido de Unidad Socialcristiana,Social Christian Unity Party,2008,2009,5461,1199
HRV,kitschelt,HRV-9,HDSSB,Hrvatski demokratski sabor Slavonije i Baranje,Croatian Democratic Assembly of Slavonia and Baranja,2008,2009,5499,2347
HRV,kitschelt,HRV-1,HDZ,Hrvatska demokratska zajednica,Croatian Democratic Union,2008,2009,5363,1431
HRV,kitschelt,HRV-7,HSU,Hrvatska stranka umirovljenika,Croatian Party of Pensioners,2008,2009,5685,2062
HRV,kitschelt,HRV-6,HSP,Hrvatska stranka prava,Croatian Party of Rights,2008,2009,5286,253
HRV,kitschelt,HRV-4,HSS,Hrvatska selja?ka stranka,Croatian Peasant Party,2008,2009,5618,72
HRV,kitschelt,HRV-3,HNS,Hrvatska narodna stranka – Liberalni Demokrati,Croatian People's Party - Liberal Democrats,2008,2009,5249,799
HRV,kitschelt,HRV-5,HSLS,Hrvatska socijalno liberalna stranka,Croatian Social Liberal Party,2008,2009,5392,214
HRV,kitschelt,HRV-10,SDSS,Samostalna demokratska srpska stranka,Independent Democratic Serbian Party,2008,2009,5694,2348
HRV,kitschelt,HRV-8,IDS,Istarski demokratski sabor,Istrian Democratic Assembly,2008,2009,5525,513
HRV,kitschelt,HRV-2,SDP,Socijaldemokratska partija Hrvatske,Social Democratic Party of Croatia,2008,2009,5353,1475
CZE,kitschelt,CZE-3,KDU-CSL,K?es?anská a demokratická unie – ?eskoslovenská strana lidová,Christian and Democratic Union - Czechoslovak People's Party,2008,2009,5585,676
CZE,kitschelt,CZE-1,ODS,Ob?anská demokratická strana,Civic Democratic Party,2008,2009,5703,466
CZE,kitschelt,CZE-4,KSCM,Komunistická strana ?ech a Moravy,Communist Party of Bohemia and Moravia,2008,2009,5319,1728
CZE,kitschelt,CZE-2,CSSD,?eská strana sociáln? demokratická,Czech Social Democratic Party,2008,2009,5361,177
CZE,kitschelt,CZE-5,Green,Strana zelených,Green Party,2008,2009,5292,1554
DNK,kitschelt,DNK-3,KF,Det Konservative Folkeparti,Conservative People's Party,2008,2009,5590,536
DNK,kitschelt,DNK-6,DF,Dansk Folkeparti,Danish Peop's Party,2008,2009,5448,1022
DNK,kitschelt,DNK-2,DRV,Det Radikale Venstre,Danish Social Liberal Party,2008,2009,5628,1507
