country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,external_id,partyfacts_id
LVA,ejpr,lv_vl02,VL,"Partija ""Vienoti Latvijai""",United Latvia,2014,2014,14766,3195
LVA,ejpr,lv_v01,V,Vienotība,Unity,2010,2014,14561,852
LVA,ejpr,lv_zrp01,ZRP,Zatlera Reformu partija,Zatler's Reform Party,2011,2011,14671,1476
LTU,ejpr,lt_kkss01,KKSS,Krikščionių konservatorių socialinė sąjunga,Christian Conservative Social Union,2004,2004,14564,52
LTU,ejpr,lt_kds01,KDS,Krikščionių demokratų sąjunga,Christian Democratic Union,2000,2000,14892,776
LTU,ejpr,lt_abapkudl01,ABAPKUDL,Algirdo Brazausko ir Artūro Paulausko koalicija'Už darbą Lietuvai',Coalition of Algirdas Brazauskas and Artūras Paulauskas 'Working for Lithuania',2004,2004,14760,2091
LTU,ejpr,lt_kdpj01,KDPJ,Koalicija Darbo partija + Jaunimas,Coalition of Labour Party + Youth,2008,2008,14521,8279
LTU,ejpr,lt_rpkutt01,RPKUTT,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",Coalition of Rolandas Paksas 'For Order and Justice',2004,2004,14550,237
LTU,ejpr,lt_jlntpks01,JLNTPKS,"Jaunoji Lietuva, Naujieji tautininkai, Politinių kalinių sąjunga","Coalition of Young Lithuania, New Nationalists and Union of Political Prisoners",2000,2000,14558,1679
LTU,ejpr,lt_llra01,LLRA,Lietuvos lenkų rinkimų akcija,Electoral Action of Lithuanian Poles,2000,2012,14729,556
LTU,ejpr,lt_fp01,FP,Fronto partija,Frontas Party,2008,2012,14686,1250
LTU,ejpr,lt_tslkd01,TSLKD,Tėvynės sąjunga/Lietuvos krikščionys demokratai–,Homeland Union/Lithuanian Christian Democrats (TSLKD),2008,2012,14812,193
LTU,ejpr,lt_tslk01,TS/LK,Tėvynės sąjunga/ Lietuvos konservatoriai,Homeland Union (Lithuanian Conservatives),2000,2004,14544,193
LTU,ejpr,lt_dp01,DP,Darbo partija,Labour Party,2004,2012,14628,102
LTU,ejpr,lt_lcs01,LCS,Liberalų ir centro sąjunga,Liberal and Centre Union,2008,2012,14776,1193
LTU,ejpr,lt_lrls01,LRLS,Lietuvos Respublikos Liberalų sąjūdis,Liberal Movement of Lithuanian Republic,2008,2012,14875,1744
LTU,ejpr,lt_lls01,LLS,Lietuvos liberalų sąjunga,Liberal Union,2000,2004,14800,1357
LTU,ejpr,lt_lcs02,LCS,Lietuvos centro sąjunga,Lithuanian Centre Union,2000,2000,14723,1185
LTU,ejpr,lt_lkdp01,LKDP,Lietuvos krikščionių demokratų partija,Lithuanian Christian Democratic Party,2000,2004,14559,6804
LTU,ejpr,lt_lls02,LLS,Lietuvos laisvės sąjunga,Lithuanian Freedom Union,2000,2004,14618,1410
LTU,ejpr,lt_lvls01,LVZS,"Lietuvos valstiečių ir žaliųjų sąjunga,",Lithuanian Peasant and Greens Union,2008,2012,14532,1490
LTU,ejpr,lt_lvp01,LVP,Lietuvos valstiečių partija,Lithuanian Peasants’ Party,2000,2000,14788,21
LTU,ejpr,lt_lsdp01,LSDP,Lietuvos socialdemokratų partija,Lithuanian Social Democratic Party,2008,2012,14528,64
LTU,ejpr,lt_tpp01,TPP,Tautos prisikėlimo partija,Nation's Resurrection Party,2008,2008,14772,347
LTU,ejpr,lt_nssl01,NSSL,Naujoji sąjunga/ socialliberalai,New Union (Social Liberals),2000,2008,14652,1800
LTU,ejpr,lt_tt01,TT,Tvarka ir teisingumas,Order and Justice,2008,2012,14633,237
LTU,ejpr,lt_other01,Other,Kiti ir nepriklausomas,Other and independent,2008,2012,14952,1846
LTU,ejpr,lt_lsutl01,LSUTL,"Liaudies sąjunga ""Už teisingą Lietuvą""","People’s Union ""For Just Lithuania""",2000,2000,14614,1409
LTU,ejpr,lt_abskk01,ABSKK,Algirdo Brazausko socialdemokratų koalicija,Social Democratic Coalition of Algirdas Brazauskas,2000,2000,14890,197
LTU,ejpr,lt_nks01,NKS,Nuosaikiųjų konservatorių sąjunga,Union of Moderate Conservatives,2000,2000,14870,839
LTU,ejpr,lt_st01,ST,Sąjunga Taip,Union Yes,2012,2012,14701,1806
LTU,ejpr,lt_dk01,DK,Drąsos kelias,Way of Courage,2012,2012,14728,74
LUX,ejpr,lu_adr01,ADR,Alternativ Demokratesch Reformpartei,Alternative Democratic Reform Party,1994,2013,14672,1114
LUX,ejpr,lu_csv01,CSV,Chrestlech-Sozial Vollekspartei,Christian Social Party,1994,2013,14546,539
LUX,ejpr,lu_kpl01,KPL,Kommunistesch Partei vu  Lëtzebuergi,Communist Party,1994,2013,14583,1647
LUX,ejpr,lu_dp01,DP,Demokratesch Partei,Democratic Party,1994,2013,14612,300
LUX,ejpr,lu_other01,no acronym,,Others,1994,1999,14718,1847
LUX,ejpr,lu_pid01,PID,Partei fir Integral Demokratie,Party for Integral Democracy,2013,2013,14908,2064
LUX,ejpr,lu_pirat01,Pirat,Piratepartei Lëtzebuerg,Prirate Party,2013,2013,14944,2065
LUX,ejpr,lu_lsap01,LSAP,Letzebuerger Sozialistesch Arbechterparteil,Socialist Workers' Party,1994,2013,14801,186
LUX,ejpr,lu_g01,G,Déi Gréng,The Greens,1994,2013,14856,1138
LUX,ejpr,lu_l01,L,Déi Lénk,The Left,1999,2013,14861,271
MLT,ejpr,mt_ad01,AD,Alternattiva Demokratika,Green Party,1992,2013,14436,62
MLT,ejpr,mt_mlp01,MLP,Partit Laburista,Malta Labour Party,1992,2013,14502,808
MLT,ejpr,mt_pn01,PN,Partit Nazzjonalista,Nationalist Party,1992,2013,14401,699
NLD,ejpr,nl_u50plus01,50+,50+,50+,2012,2012,14472,714
NLD,ejpr,nl_pvdd01,PvdD,Partij voor de Dieren,Animal Rights Party,2006,2012,14410,1467
NLD,ejpr,nl_cd01,CD,Centre Democrats,Centre Democrats,1994,1998,14398,1472
NLD,ejpr,nl_cda01,CDA,Christen Democratisch Appèl,Christian Democratic Appeal,1994,2012,14451,1157
NLD,ejpr,nl_cu01,CU,ChristenUnie,Christian Union,2002,2012,14368,1459
NLD,ejpr,nl_d6601,D66,Democraten 66,Democrats 66,1994,2012,14385,45
NLD,ejpr,nl_pvv01,PW,Partij voor de Vrijheid,Freedom Party/Group Wilders,2006,2012,14390,298
NLD,ejpr,nl_aov01,AOV,Algemeen Ouderen Verbond,General Association of Elderly People,1994,1994,14399,994
NLD,ejpr,nl_gl01,GL,Groen Links,Green Left,1994,2012,14499,1537
NLD,ejpr,nl_pvda01,PvdA,Partij van de Arbeid,Labour Party,1994,2012,14478,1234
NLD,ejpr,nl_lpf01,LPF,List Pim Fortuyn,Lijst Pim Fortuyn,2002,2006,14433,1528
NLD,ejpr,nl_ln01,LN,Leefbaar Nederlands,Livable Netherlands,2002,2002,14437,1420
NLD,ejpr,nl_other01,Other,,Other,1994,2012,14455,1850
NLD,ejpr,nl_vvd01,VVD,Volkspartij voor Vrijheid en Democratie,People’s Party for Freedom and Democracy,1994,2012,14490,828
NLD,ejpr,nl_sgp01,SGP,Staatkundig Gereformeerde Partij,Political Reformed Party,1994,2012,14394,1178
NLD,ejpr,nl_rpf01,RPF,Gereformeerde Politieke Federatie,Reformed Political Federation,1994,1998,14411,172
NLD,ejpr,nl_gpv01,GPV,Reformed Political Union,Reformed Political Union,1994,1994,14384,1602
NLD,ejpr,nl_sp01,SP,Socialistische Partij,Socialist Party,1994,2012,14415,1363
NZL,ejpr,nz_act01,ACT,Association of Consumers and Taxpayers,Association of Consumers and Taxpayers,1996,2014,14659,752
NZL,ejpr,nz_cc01,CC,Christian Coalition,Christian Coalition,1996,1996,14840,590
NZL,ejpr,nz_ch01,CH,Christian Heritage New Zealand,Christian Heritage New Zealand,1993,2005,14694,590
NZL,ejpr,nz_cp01,CP,Conservative Party of New Zealand,Conservative Party of New Zealand,2011,2014,14891,1014
NZL,ejpr,nz_fnz01,FNZ,Future New Zealand,Future New Zealand,1999,1999,14619,1631
NZL,ejpr,nz_g01,G,Green Party,Green Party,1999,2014,14632,1099
NZL,ejpr,nz_l01,L,Labour Party,Labour Party,1993,2014,14765,1049
NZL,ejpr,nz_lc01,LC,Legalize Cannabis,Legalize Cannabis,1996,2005,14613,1741
NZL,ejpr,nz_mm01,MM,Mana Maori,Mana Maori,1996,2014,14515,1427
NZL,ejpr,nz_m01,M,Māori Party,Māori Party,2005,2014,14899,1716
NZL,ejpr,nz_n01,N,National Party,National Party,1993,2014,14543,1824
NZL,ejpr,nz_a01,A,New Zealand Alliance Party,New Zealand Alliance Party,1993,2005,14886,716
NZL,ejpr,nz_nzf01,NZF,New Zealand First,New Zealand First,1993,2014,14676,591
NZL,ejpr,nz_other01,Other,Other,Other,1993,2014,14789,1851
NZL,ejpr,nz_pc01,PC,Progressive Coalition,Progressive Party,2002,2002,14719,150
NZL,ejpr,nz_pp01,PP,Progressive Party,Progressive Party,2005,2008,14537,150
NZL,ejpr,nz_uf01,UF,United Future,United Future,2002,2008,14815,940
NOR,ejpr,no_sp01,SP,Senterpartiet,Centre Party,1993,2013,14647,1072
NOR,ejpr,no_krf01,KRF,Kristelig Folkeparti,Christian People's Party,1993,2013,14523,705
NOR,ejpr,no_kp01,KP,Kystpartiet,Coastal Party,1997,2013,14674,677
NOR,ejpr,no_mdg01,MDG,Miljøpartiet De Grønne,Environmental Party of the Greens,1993,2013,14531,1963
NOR,ejpr,no_h01,H,Conservative,Høyre,1993,2013,14790,503
NOR,ejpr,no_dna01,DNA,Det Norske Arbeiderpati,Labour Party,1993,2013,14575,448
NOR,ejpr,no_v01,V,Venstre,Liberal Party,1993,2013,14721,1173
NOR,ejpr,no_others,no acronym,andre,Others,1993,2013,14522,1886
NOR,ejpr,no_frp01,FRP,Fremskrittspartiet,Progress Party,1993,2013,14768,101
NOR,ejpr,no_r01,R,Rødt,Red,2009,2013,14584,3698
NOR,ejpr,no_rv01,RV,Rød Valgallianse,Red Election Alliance,1993,2005,14871,44
NOR,ejpr,no_pp01,PP,Pensjonistpartiet,Retired People's Party,1993,2013,14912,317
NOR,ejpr,no_sv01,SV,Sosialistisk Venstreparti,Socialistic Left Party,1993,2013,14879,719
POL,ejpr,pl_pl01,PL,porozumienie Ludowe,Agrarian Alliance,1991,1993,14470,1266
POL,ejpr,pl_sld01,SLD,Sojusz Lewicy Demokratycznej,Alliance of Democratic Left,1991,2011,14420,57
POL,ejpr,pl_chd01,ChD,ChrzeScijanska Demokracja,Christian Democracy,1991,1899,14475,468
POL,ejpr,pl_poc01,POC,porozumienie Obywatelskie Centrum,Civic Alliance ‘Center’,1991,1993,14428,1117
POL,ejpr,pl_po01,PO,Platforma Obywatelska,Civic Platform,2001,2011,14498,1117
POL,ejpr,pl_kdr01,KDR,Koalicja dla Rzeczypospolitej,Coalition for the Republic,1993,1993,14392,1192
POL,ejpr,pl_kpn01,KPN,Konfederacja Polski Niepodleglej,Confederation for an Independent Poland,1991,1993,14395,1615
POL,ejpr,pl_sd01,SD,Stronnictwo Demokratyczne,Democratic Party,1991,1899,14448,919
POL,ejpr,pl_pd01,PD,Partia Demokratyczna-demokraci.pl,Democratic Party-democrats.pl,2005,2005,14432,1566
POL,ejpr,pl_ud01,UD,Unia Demokratyczna,Democratic Union,1991,2005,14486,1046
POL,ejpr,pl_aws01,AWS,Akcja Wyborcza Solidarność,Electoral Action Solidarity,1997,2001,14439,863
POL,ejpr,pl_mn01,MN,Mniejszość Niemiecka,Germany Minority,1991,2011,14484,1439
POL,ejpr,pl_nszz01,NSZZ,Niezalezny Samorzadny Zwiazek Zawodowy ‘Solidarność,Independent Self-governed Trade Union ‘Solidarity’,1991,1993,14501,767
POL,ejpr,pl_pjkm01,PJKM,Platforma Janusza Korwin-Mikke,Janusz Korwin-Mikke Platform,2005,2005,14434,913
POL,ejpr,pl_up01,UP,Unia Pracy,Labour Union,1993,1997,14462,1104
POL,ejpr,pl_pis01,PiS,Prawo i Sprawiedliwość,Law and Justice,2001,2011,14465,1565
POL,ejpr,pl_lpr01,LPR,Liga Polskich Rodzin,League of Polish Families,2001,2007,14425,1768
POL,ejpr,pl_kld01,KLD,Kongres Liberalno-Demokratyczny,Liberal-Democratic Congress,1991,1993,14476,153
POL,ejpr,pl_rop01,ROP,Ruch Odrodzenia Polski,Movement for the Rebirth of Poland,1997,1997,14419,1712
POL,ejpr,pl_kpeirrp01,KPEiRRP,Krajowe Porozumienie Emerytów i Rencistów Rzeczypospolitej Polskiej,National Alliance of the Polish Republic's Retired and Pensioners,1997,1997,14449,1534
POL,ejpr,pl_nchd-bdp01,NChD-BdP,Narodowo Chrześcijańsko Demokratyczny-Blok dla Polski,National Christian Democratic-Bloc for Poland,1997,1997,14477,145
POL,ejpr,pl_kpeir01,KPEiR,Krajowa Partia Emerytów i Rencistów,National Party of the Retired and Pensioners,1997,1997,14506,391
POL,ejpr,pl_npjkm01,NPJKM,Nowa Prawica – Janusza Korwin-Mikke,New Right of Janusz Korwin-Mikke,2011,2011,14423,913
POL,ejpr,pl_bbwr01,BBWR,Bezpartyjny Blok Wspierania Reform,Non-Party Bloc in Support of Reforms,1993,1993,14427,1681
POL,ejpr,pl_other01,Other,Inny,Other,1991,2007,14377,1852
POL,ejpr,pl_rp02,RP,Ruch Palikota,Palikot's Movement,2011,2011,14508,731
POL,ejpr,pl_pchd01,PChD,Partia Chrześcijańskich Demokratów,Party of Christian Democrats,1991,1899,14421,188
POL,ejpr,pl_px01,PX,Partia X,Party X,1991,1993,14443,146
POL,ejpr,pl_rp01,RP,Ruch Patriotyczny,Patriotic Movement,2005,2005,14507,1712
POL,ejpr,pl_pjn01,PJN,Polska Jest Najważniejsza,Poland First,2011,2011,14397,41
POL,ejpr,pl_pppp01,PPPP,Polska Patia Przyjacid Piwa,Polish Beer-Lovers Party,1991,1993,14446,464
POL,ejpr,pl_psl01,PSL,Polskie Stronnictwo Ludowe,Polish Peasant Party,1991,2011,14383,602
POL,ejpr,pl_sdpl01,SdPl,Socjaldemokracja Polska,Polish Social Democracy,2005,2005,14491,1328
POL,ejpr,pl_srp02,SO,Samoobrona Rzeczypospolitej Polskiej,Self-Defence of the Republic of Poland (Samoobrona),1993,2011,14386,727
POL,ejpr,pl_sp01,SP,Solidarność Pracy,Solidarity of Labor,1991,1899,14387,923
POL,ejpr,pl_upr01,UPR,Unia Polityki Realnej,Union of Real Politics,1991,1993,14497,283
PRT,ejpr,pt_be01,BE,Bloco da Esquerda,Bloc of the Left,1999,2011,15461,1310
PRT,ejpr,pt_cds01,CDS,Partido do Centro Democritico Social,Centre Social Democrats,1991,1991,15463,1308
PRT,ejpr,pt_pctp-mrpp01,PCTP/MRPP,Partido Comunista dos Trabalhadores Portugueses,Communist Party of the Portuguese Workers,1991,2011,15462,857
PRT,ejpr,pt_cds-pp01,CDS/PP,Centro Democratico Social/Partido Popular,Democratic Social Centre/People’s Party,1995,2011,15455,1308
PRT,ejpr,pt_pan01,PAN,Partidopelos Animais e a Natureza,Party for the Animals and Nature,2011,2011,15459,97
PRT,ejpr,pt_psn01,PSN,Partido de Solidariedade Nacional,Party of National Solidarity,1991,1999,15457,181
PRT,ejpr,pt_pcp-pev01,PCP/PEV,Partido Comunista Portugues/Partido Ecologista ‘Os Verdes’,Portuguese Communist Party/Greens,1999,2011,15460,284
PRT,ejpr,pt_psr01,PSR,Partido Socialista Revolucionario,Revolutionary Socialist Party,1991,1995,15456,375
PRT,ejpr,pt_psd01,PSD,Partido Social Democrata,Social Democratic Party,1991,2011,15454,1359
PRT,ejpr,pt_ps01,PS,Partido Socialista,Socialist Party,1991,2011,15453,655
PRT,ejpr,pt_cdu01,CDU,Caligacao Democratica Unitaria,United Democratic Coalition,1991,1995,15458,284
ROU,ejpr,ro_other01,Other,-,-,2004,2012,14681,1854
ROU,ejpr,ro_udmr01,UDMR/RMDSz,Uniunea Democrata a Maghiarilor din Romania,Democratic Union of Magyars in Romania,2004,2012,14897,1105
ROU,ejpr,ro_pd-l01,PD-L,Partidul Democrat-Liberal,Democrat-Liberal Party,2008,2008,14646,660
ROU,ejpr,ro_otherethnic01,Other-Ethnic,,Ethnic minorities other than Hungarians,2008,2008,14574,916
ROU,ejpr,ro_prm01,PRM,Partidul Romania Mare,Greater Romania Party,2004,2008,14687,1305
ROU,ejpr,ro_da01,DA,Alianta Dreptate si Adevar,Justice and Truth Alliance,2004,2004,14512,215
ROU,ejpr,ro_pnl01,PNL,Partidul National Liberal,National Liberal Party,2008,2008,14509,481
ROU,ejpr,ro_pntcd01,PNTCD,Partidul National Taranesc Crestin Democrat,National Peasant Christian-Democrat Party,2004,2004,14666,1750
ROU,ejpr,ro_psd_pur01,NU PSD+PUR,Uniunea Nationala PSD+PUR,National Union PSD+PUR,2004,2004,14637,1347
ROU,ejpr,ro_ppdd01,PPDD,Partidul Poprului-Dan Diaconescu,Popular Party Dan Diaconescu,2012,2012,14924,2474
ROU,ejpr,ro_psd_pc01,AP PSD+PC,Alianta Politica PSD+PC,PSD+PC Alliance,2008,2008,14585,4002
ROU,ejpr,ro_ard01,ARD,Alianţa România Dreaptă,Right Romania Alliance,2012,2012,14586,4002
ROU,ejpr,ro_usl01,USL,Uniunea Social Liberală,Social Liberal Union,2012,2012,14940,5941
SVK,ejpr,sk_99oh01,99%OH,99 % - občiansky hlas,99% Civic Voice,2012,2012,4442,629
SVK,ejpr,sk_ano01,ANO,Aliancia nového občana,Alliance of a New Citizen,2002,2006,4298,217
SVK,ejpr,sk_zrs01,ZRS,Združenie robotníkov Slovenska,Association of Workers of Slovakia,1994,2010,4286,230
SVK,ejpr,sk_mosthid01,Most-Híd,Most-Híd,Bridge,2010,2012,4295,258
SVK,ejpr,sk_zzdu01,ZZ-DÚ,"Zmena zdola, Demokratická únia",Change from Below-Democratic Union,2012,2012,4443,1181
SVK,ejpr,sk_kdh01,KDH,Kresťansko demokratické hnutie,Christian Democratic Movement,1994,2012,4399,63
SVK,ejpr,sk_ksu01,KSÚ,Kresťansko-sociálna únia,Christian Social Union,1994,1994,4397,1406
SVK,ejpr,sk_sv01,SV,Spoločná voľba,Common Choice,1994,1994,4451,205
SVK,ejpr,sk_kss02,KSS,Komunistická  strana Slovenska,Communist Party of Slovakia,1994,2012,4325,340
SVK,ejpr,sk_ds01,DS,Demokratická strana,Democratic Party,1994,1994,4395,983
SVK,ejpr,sk_du01,DÚ,Demokratická únia,Democratic Union,1994,1994,4466,707
SVK,ejpr,sk_smer01,Smer-SD,Smer-sociálna demokracia,Direction-Social Democracy,2002,2012,4387,311
SVK,ejpr,sk_sas01,SaS,Sloboda a solidarita,Freedom and Solidarity,2010,2012,4450,1386
SVK,ejpr,sk_sf01,SF,Slobodné fórum,Free Forum,2006,2012,4437,137
SVK,ejpr,sk_hzcs01,HZČS,Hnutie za prosperujúce česko a Slovensko,Movement for a Prosperous Czechia and Slovakia,1994,1994,4448,2285
SVK,ejpr,sk_hzd01,HZD,Hnutie za demokraciu,Movement for Democracy,2002,2006,4464,2133
SVK,ejpr,sk_hzds01,HZDS,Hnutie za demokratické Slovensko,Movement for Democratic Slovakia,1994,2012,4277,560
SVK,ejpr,sk_ns01,NS,Nové Slovensko,New Slovakia,1994,1994,4388,2074
SVK,ejpr,sk_olano01,OĽaNO,Obyčajní Ľudia a Nezávislé Osobnosti,Ordinary People and Independents,2012,2012,4405,2130
SVK,ejpr,sk_other,Other,ostatne strany,Other,1994,2012,4367,1855
SVK,ejpr,sk_spk01,SPK,"Strana proti korupcii, za poriadok, prácu a peniaze pre všetkých slušných občanov","Party against Corruption, for Order, Work and Money for All Decent Citizend",1994,1994,4331,2075
SVK,ejpr,sk_sop01,SOP,Strana občianskeho porozumenia,Party of Civic Understanding,1998,1998,4426,9
SVK,ejpr,sk_sssnm01,SSS-NM,Strana Slobodné Slovo - Nory Mojsejovej,Party of Free Speech of Nora Mojsesova,2012,2012,4373,711
SVK,ejpr,sk_sdl01,SDĽ,Strana demokratickej ľavice,Party of the Democratic Left,1998,2002,4422,1242
SVK,ejpr,sk_sdl02,SDĽ,Strana demokratickej ľavice,Party of the Democratic Left,2006,2012,4408,2131
SVK,ejpr,sk_mk01,SMK,Strana maďarskej koalície,Party of the Hungarian Coalition,1994,2012,4457,349
SVK,ejpr,sk_lsns01,ĽSNS,Ľudová strana Naše Slovensko,People's Party Our Slovakia,2010,2012,4339,656
SVK,ejpr,sk_sdku01,SDKÚ-DS,Slovenská demokratická a kresťanská únia -Demokratická strana,Slovak Democratic and Christian Union-Democratic Party,2002,2012,4308,1617
SVK,ejpr,sk_sdk01,SDK,Slovenská demokratická koalícia,Slovak Democratic Coalition,1998,1998,4314,226
SVK,ejpr,sk_sns01,SNS,Slovenská národná strana,Slovak National Party,1994,2012,4439,730
SVK,ejpr,sk_sda01,SDA,Sociálnodemokratická alternatíva,Social Democratic Alternative,2002,2002,4326,618
SVK,ejpr,sk_psns01,PSNS,Pravá slovenská národná strana,True Slovak National Party,2002,2002,4391,129
SVN,ejpr,si_as01,AS,Aktivna Slovenija,Active Slovenia,2004,2004,14830,1302
SVN,ejpr,si_zaab01,ZAAB,Zavezništvo Alenke Bratušek,Alliance of Alenka Bratušek,2014,2014,14939,3114
SVN,ejpr,si_dl01,DL,Državljanska Lista Gregorja Viranta,Civic List,2011,2014,14749,98
SVN,ejpr,si_desus01,DeSUS,Demokratična stranka upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,2000,2014,14706,467
SVN,ejpr,si_lds01,LDS,Liberalna demokracija Slovenije,Liberal Democracy of Slovenia,2000,2011,14858,975
SVN,ejpr,si_nsi01,N.Si,Nova Slovenija/krščanska ljudska stranka,New Slovenia/Christian People's Party,2000,2014,14726,1618
SVN,ejpr,si_smc01,SMC,Stranka Mira Cerarja,Party of Miro Cerar,2014,2014,14904,3098
SVN,ejpr,si_sms01,SMS-Zeleni,Stranka mladih - Zeleni Evrope,Party of Youth-Green Europe,2000,2011,14638,1401
SVN,ejpr,si_pirat01,Pirat,Piratska Stranka,Pirate Party,2014,2014,14530,3099
SVN,ejpr,si_sls01,SLS,Slovenska ljudska stranka,Slovene People's Party,2000,2014,14881,764
SVN,ejpr,si_sjn01,SJN,Slovenija je nača,Slovenia is ours,2004,2004,14514,740
SVN,ejpr,si_sds01,SDS,Slovenska demokratska stranka,Slovenian Democratic Party,2000,2014,14929,472
SVN,ejpr,si_sns01,SNS,Slovenska nacionalna stranka,Slovenian National Party,2000,2014,14587,96
SVN,ejpr,si_sd01,SD,Socialni demokrati,Social Democrats,2000,2014,14848,1403
SVN,ejpr,si_trs01,TRS,Stranka za Trajnostni Razvoj Slovenije,The Party for Sustainable Development of Slovenia,2011,2011,14520,1015
SVN,ejpr,si_zl01,ZL,"Koalicija Združena Levica (DSD, IDS In Stranka TRS)",Unified Left,2014,2014,14951,4016
SVN,ejpr,si_zares01,Zares,Zares-socialno-liberalni,Zares-Social Liberals,2008,2011,14943,474
SVN,ejpr,si_ps01,LZJPS,Lista Zorana Jankovića - Pozitivna Slovenija,Zoran Janković List - Positive Slovenija,2011,2014,14961,1773
ESP,ejpr,es_other01,Other,-,-,1993,2011,14554,1839
ESP,ejpr,es_amaiur01,AMAIUR,Amiaur,Amiaur,2011,2011,14591,1671
ESP,ejpr,es_pnv01,PNV/EAJ,Partido Nacionalista Vasco,Basque Nationalist Party,1993,2011,14955,1637
ESP,ejpr,es_cc01,CC,Coalición Canaria,Canary Coalition,1993,2011,14710,81
ESP,ejpr,es_erc01,ERC,Esquerra Republicana de Cataluña,Catalonian Left Republicans,1993,2011,19359,848
ESP,ejpr,es_ciu01,CiU,Convergencia i Unió,Convergence and Union,1993,2011,19358,139
ESP,ejpr,es_bng01,BNG,Bloque Nacionalista Gallego,Galician Nationalist Block,1996,2011,14746,1011
ESP,ejpr,es_pp01,PP,Partido Popular,Popular Party,1993,2011,14645,441
ESP,ejpr,es_upd01,UPD,Unión Progreso y Democracia,Progress and Democracy Union,2008,2011,14565,55
ESP,ejpr,es_psoe01,PSOE,Partido Socialista Obrero Español,Spanish Socialist Party,1993,2011,14873,1338
ESP,ejpr,es_iu01,IU,Izquierda Unida,United Left,1993,2011,14933,247
SWE,ejpr,se_other01,Other,-,-,1991,2014,14323,1887
SWE,ejpr,se_c01,C,Centerpartiet,Centre Party,1991,2014,14317,199
SWE,ejpr,se_kd01,KD,Kristdemokraterna,Christian Democrats,1991,2014,14319,651
SWE,ejpr,se_fi01,FI,Feministiskt initiativ,Feminist Initiative,2010,2014,14322,1240
SWE,ejpr,se_mp01,MP,Miljöpartiet de gröna,Green Party,1991,2014,14318,456
SWE,ejpr,se_v01,V,Vänsterpartiet,Left Party,1991,2014,14320,830
SWE,ejpr,se_m01,M,Moderata samlingspartiet,Moderate Party,1991,2014,14325,690
SWE,ejpr,se_nyd01,NYD,Ny Demokrati,New Democracy,1991,1994,14321,343
SWE,ejpr,se_fp01,FP,Folkpartiet liberalerna,People's Party Liberals,1991,2014,14324,1274
SWE,ejpr,se_s01,S,Socialdemokraterna,Social Democrats,1991,2014,14326,487
SWE,ejpr,se_sd01,SD,Sverigedemokraterna,Sweden Democrats,2002,2014,14327,409
CHE,ejpr,ch_other01,Others,-,-,1991,1991,14935,1964
CHE,ejpr,ch_dach01,DACH,Die andere Schweiz,Alternative Greens,1991,1991,14631,1201
CHE,ejpr,ch_cvp01,CVP/PDC,Christlich-demokratische Volkspartei,Christian Democratic People's Party,1991,2011,14597,1808
CHE,ejpr,ch_pda01,PdA/PST,Partei der Arbeit,Communist Party,1991,1999,14662,669
CHE,ejpr,ch_bdp01,BDP,"Bürgerlich-Demokratische Partei Schweiz, sometimes translated into English as Civic Democratic Party of Switzerland",Conservative Democratic Party of Switzerland,2011,2011,14906,1415
CHE,ejpr,ch_evp01,EVP/PEV,"Evangelische Volkspartei, sometimes translated into English as Protestant People’s Party.",Evangelical People’s Party,1999,2011,14556,1123
CHE,ejpr,ch_fdp01,FDP/PLR,FDP/Die Liberalen,FDP/The Liberals,1991,2011,14754,1231
CHE,ejpr,ch_edu01,EDU/UDF,Eidgenössisch-Demokratische Union,Federal Democratic Union,1991,1995,14775,631
CHE,ejpr,ch_fga01,FGA,Feministische-Grüne-Alternative,Feminist Green Alternative,1995,1995,14947,1201
CHE,ejpr,ch_fps01,FPS/PSL,Freiheitspartei,Freedom Party,1995,2003,14956,1311
CHE,ejpr,ch_glp01,GLP/VL,Grünliberale Partei Schweiz,Green Liberal Party of Switzerland,2007,2011,14911,1759
CHE,ejpr,ch_gps01,GPS/PES,Grüne Partei der Schweiz,Green Party,1991,2011,14548,1006
CHE,ejpr,ch_ldu01,LdU,Landesring der Unabhangigen,Independent's Party,1991,1999,14831,1194
CHE,ejpr,ch_lot01,LdT,Lega dei Ticinesi,League of the Tessins,1991,2011,14678,1661
CHE,ejpr,ch_lps01,LPS/PLS,Liberale Partei der Schweiz,Liberal Party,1991,2007,14953,444
CHE,ejpr,ch_sps01,SPS/PSS,Sozialdemokratische Partei,Social Democrats,1991,2011,14839,29
CHE,ejpr,ch_sd01,SD,Schweizer Demokraten,Swiss Democrats,1991,2007,14526,1819
CHE,ejpr,ch_ap01,AP,Autopartei,Swiss Motorists’ Party,1991,1991,14902,1311
CHE,ejpr,ch_svp01,SVP/UDC,Schweizerische Volkspartei,Swiss People’s Party,1991,2011,14756,308
GBR,ejpr,gb_bnp01,BNP,British National Party,British National Party,2010,2010,14535,855
GBR,ejpr,gb_con01,Con,Conservatives,Conservatives,1992,2010,14807,1567
GBR,ejpr,gb_green01,Green,Green Party,Green Party,1992,2005,14725,1794
GBR,ejpr,gb_lab01,Lab,Labour,Labour,1992,2010,14606,1516
GBR,ejpr,gb_libdem01,LibDem,Liberal Democrats,Liberal Democrats,1992,2010,14965,1388
